"target_id" "identifiers" "length" "eff_length" "est_counts" "tpm" "Entry.name" "Status" "Protein.names" "Gene.names" "Organism" "Length" "Gene.ontology..biological.process." "Gene.ontology..cellular.component." "Gene.ontology..GO." "Gene.ontology..molecular.function." "Gene.ontology.IDs"
"3559" "TRINITY_DN462_c0_g1_i3" "O08605" 5911 5728.52 27.5689 70.8157 "MKNK1_MOUSE" "reviewed" "MAP kinase-interacting serine/threonine-protein kinase 1 (EC 2.7.11.1) (MAP kinase signal-integrating kinase 1) (MAPK signal-integrating kinase 1) (Mnk1)" "Mknk1 Mnk1" "Mus musculus (Mouse)" 427 "extrinsic apoptotic signaling pathway in absence of ligand [GO:0097192]; intracellular signal transduction [GO:0035556]; peptidyl-serine phosphorylation [GO:0018105]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of translational initiation [GO:0006446]; response to salt stress [GO:0009651]" "cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]" "cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ATP binding [GO:0005524]; calcium-dependent protein serine/threonine kinase activity [GO:0009931]; calmodulin binding [GO:0005516]; calmodulin-dependent protein kinase activity [GO:0004683]; metal ion binding [GO:0046872]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein threonine kinase activity [GO:0106311]; extrinsic apoptotic signaling pathway in absence of ligand [GO:0097192]; intracellular signal transduction [GO:0035556]; peptidyl-serine phosphorylation [GO:0018105]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of translational initiation [GO:0006446]; response to salt stress [GO:0009651]" "ATP binding [GO:0005524]; calcium-dependent protein serine/threonine kinase activity [GO:0009931]; calmodulin binding [GO:0005516]; calmodulin-dependent protein kinase activity [GO:0004683]; metal ion binding [GO:0046872]; protein serine/threonine kinase activity [GO:0004674]; protein serine kinase activity [GO:0106310]; protein threonine kinase activity [GO:0106311]" "GO:0004674; GO:0004683; GO:0005516; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0006446; GO:0006468; GO:0009651; GO:0009931; GO:0018105; GO:0035556; GO:0046777; GO:0046872; GO:0097192; GO:0106310; GO:0106311"
"13895" "TRINITY_DN653_c3_g2_i1" "P52193" 3428 3245.52 26 117.881 "CALR_BOVIN" "reviewed" "Calreticulin (CRP55) (Calregulin) (HACBP)" "CALR CRT" "Bos taurus (Bovine)" 417 "endoplasmic reticulum unfolded protein response [GO:0030968]; protein folding [GO:0006457]; protein stabilization [GO:0050821]" "cell surface [GO:0009986]; cortical granule [GO:0060473]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; extracellular region [GO:0005576]; lysosome [GO:0005764]; sarcoplasmic reticulum lumen [GO:0033018]" "cell surface [GO:0009986]; cortical granule [GO:0060473]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; extracellular region [GO:0005576]; lysosome [GO:0005764]; sarcoplasmic reticulum lumen [GO:0033018]; calcium ion binding [GO:0005509]; carbohydrate binding [GO:0030246]; unfolded protein binding [GO:0051082]; endoplasmic reticulum unfolded protein response [GO:0030968]; protein folding [GO:0006457]; protein stabilization [GO:0050821]" "calcium ion binding [GO:0005509]; carbohydrate binding [GO:0030246]; unfolded protein binding [GO:0051082]" "GO:0005509; GO:0005576; GO:0005764; GO:0005789; GO:0005829; GO:0006457; GO:0009986; GO:0030246; GO:0030968; GO:0033018; GO:0050821; GO:0051082; GO:0060473"
"16930" "TRINITY_DN15777_c0_g1_i6" "Q2KHX4" 3358 3175.52 26 120.479 "S61A2_BOVIN" "reviewed" "Protein transport protein Sec61 subunit alpha isoform 2 (Sec61 alpha-2)" "SEC61A2" "Bos taurus (Bovine)" 476 "posttranslational protein targeting to membrane, translocation [GO:0031204]; SRP-dependent cotranslational protein targeting to membrane, translocation [GO:0006616]" "integral component of membrane [GO:0016021]; Sec61 translocon complex [GO:0005784]" "integral component of membrane [GO:0016021]; Sec61 translocon complex [GO:0005784]; protein transmembrane transporter activity [GO:0008320]; ribosome binding [GO:0043022]; signal sequence binding [GO:0005048]; posttranslational protein targeting to membrane, translocation [GO:0031204]; SRP-dependent cotranslational protein targeting to membrane, translocation [GO:0006616]" "protein transmembrane transporter activity [GO:0008320]; ribosome binding [GO:0043022]; signal sequence binding [GO:0005048]" "GO:0005048; GO:0005784; GO:0006616; GO:0008320; GO:0016021; GO:0031204; GO:0043022"
"40708" "TRINITY_DN1858_c0_g1_i6" "P41239" 6546 6363.52 26 60.1214 "CSK_CHICK" "reviewed" "Tyrosine-protein kinase CSK (EC 2.7.10.2) (C-Src kinase)" "CSK" "Gallus gallus (Chicken)" 450 "adaptive immune response [GO:0002250]" "cytoplasm [GO:0005737]" "cytoplasm [GO:0005737]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]; adaptive immune response [GO:0002250]" "ATP binding [GO:0005524]; metal ion binding [GO:0046872]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]" "GO:0002250; GO:0004714; GO:0004715; GO:0005524; GO:0005737; GO:0046872"
"46218" "TRINITY_DN18385_c0_g1_i1" "P60866" 559 377.398 25.5276 995.322 "RS20_HUMAN" "reviewed" "40S ribosomal protein S20 (Small ribosomal subunit protein uS10)" "RPS20" "Homo sapiens (Human)" 119 "cytoplasmic translation [GO:0002181]; positive regulation of signal transduction by p53 class mediator [GO:1901798]; translation [GO:0006412]" "cytosol [GO:0005829]; cytosolic ribosome [GO:0022626]; cytosolic small ribosomal subunit [GO:0022627]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; small ribosomal subunit [GO:0015935]; synapse [GO:0045202]" "cytosol [GO:0005829]; cytosolic ribosome [GO:0022626]; cytosolic small ribosomal subunit [GO:0022627]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; small ribosomal subunit [GO:0015935]; synapse [GO:0045202]; MDM2/MDM4 family protein binding [GO:0097371]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; ubiquitin ligase inhibitor activity [GO:1990948]; cytoplasmic translation [GO:0002181]; positive regulation of signal transduction by p53 class mediator [GO:1901798]; translation [GO:0006412]" "MDM2/MDM4 family protein binding [GO:0097371]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; ubiquitin ligase inhibitor activity [GO:1990948]" "GO:0002181; GO:0003723; GO:0003735; GO:0005654; GO:0005829; GO:0006412; GO:0015935; GO:0016020; GO:0022626; GO:0022627; GO:0045202; GO:0070062; GO:0097371; GO:1901798; GO:1990948"
"42371" "TRINITY_DN32488_c0_g2_i4" "B4PEU8" 1567 1384.52 25.1275 267.057 "RS9_DROYA" "reviewed" "40S ribosomal protein S9" "RpS9 GE21228" "Drosophila yakuba (Fruit fly)" 195 "translation [GO:0006412]" "cytosolic ribosome [GO:0022626]; nuclear chromosome [GO:0000228]; nucleolus [GO:0005730]; small ribosomal subunit [GO:0015935]" "cytosolic ribosome [GO:0022626]; nuclear chromosome [GO:0000228]; nucleolus [GO:0005730]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]" "rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]" "GO:0000228; GO:0003735; GO:0005730; GO:0006412; GO:0015935; GO:0019843; GO:0022626"
"24023" "TRINITY_DN47149_c0_g1_i1" "P10155" 2785 2602.52 25 141.351 "RO60_HUMAN" "reviewed" "60 kDa SS-A/Ro ribonucleoprotein (60 kDa Ro protein) (60 kDa ribonucleoprotein Ro) (Ro60) (RoRNP) (Ro 60 kDa autoantigen) (Ro60 autoantigen) (Sjoegren syndrome antigen A2) (Sjoegren syndrome type A antigen) (SS-A) (TROVE domain family member 2)" "RO60 SSA2 TROVE2" "Homo sapiens (Human)" 538 "cellular response to interferon-alpha [GO:0035457]; cilium assembly [GO:0060271]; immune system development [GO:0002520]; regulation of gene expression [GO:0010468]; response to UV [GO:0009411]; smoothened signaling pathway [GO:0007224]; transcription by RNA polymerase III [GO:0006383]" "cytosol [GO:0005829]; nucleoplasm [GO:0005654]; ribonucleoprotein complex [GO:1990904]" "cytosol [GO:0005829]; nucleoplasm [GO:0005654]; ribonucleoprotein complex [GO:1990904]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]; U2 snRNA binding [GO:0030620]; cellular response to interferon-alpha [GO:0035457]; cilium assembly [GO:0060271]; immune system development [GO:0002520]; regulation of gene expression [GO:0010468]; response to UV [GO:0009411]; smoothened signaling pathway [GO:0007224]; transcription by RNA polymerase III [GO:0006383]" "metal ion binding [GO:0046872]; RNA binding [GO:0003723]; U2 snRNA binding [GO:0030620]" "GO:0002520; GO:0003723; GO:0005654; GO:0005829; GO:0006383; GO:0007224; GO:0009411; GO:0010468; GO:0030620; GO:0035457; GO:0046872; GO:0060271; GO:1990904"
"14299" "TRINITY_DN3110_c0_g1_i3" "Q26065" 2102 1919.52 24.5489 188.188 "ACT_PLAMG" "reviewed" "Actin, adductor muscle" "" "Placopecten magellanicus (Sea scallop)" 376 "" "cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]" "cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; ATP binding [GO:0005524]" "ATP binding [GO:0005524]" "GO:0005524; GO:0005737; GO:0005856"
"8074" "TRINITY_DN12064_c3_g1_i3" "P02556" 568 386.275 24.0279 915.32 "TBB_LYTPI" "reviewed" "Tubulin beta chain (Beta-tubulin) (Fragment)" "" "Lytechinus pictus (Painted sea urchin)" 177 "microtubule-based process [GO:0007017]" "cytoplasm [GO:0005737]; microtubule [GO:0005874]" "cytoplasm [GO:0005737]; microtubule [GO:0005874]; GTP binding [GO:0005525]; structural constituent of cytoskeleton [GO:0005200]; microtubule-based process [GO:0007017]" "GTP binding [GO:0005525]; structural constituent of cytoskeleton [GO:0005200]" "GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017"
"33581" "TRINITY_DN8855_c1_g1_i1" "A6H769" 729 546.716 24.0197 646.486 "RS7_BOVIN" "reviewed" "40S ribosomal protein S7" "RPS7" "Bos taurus (Bovine)" 194 "ribosomal small subunit biogenesis [GO:0042274]; rRNA processing [GO:0006364]; translation [GO:0006412]" "cytosolic small ribosomal subunit [GO:0022627]; microtubule organizing center [GO:0005815]; small-subunit processome [GO:0032040]" "cytosolic small ribosomal subunit [GO:0022627]; microtubule organizing center [GO:0005815]; small-subunit processome [GO:0032040]; structural constituent of ribosome [GO:0003735]; ribosomal small subunit biogenesis [GO:0042274]; rRNA processing [GO:0006364]; translation [GO:0006412]" "structural constituent of ribosome [GO:0003735]" "GO:0003735; GO:0005815; GO:0006364; GO:0006412; GO:0022627; GO:0032040; GO:0042274"
"8658" "TRINITY_DN27660_c1_g1_i1" "P61122" 581 399.149 24 884.768 "RL24_MACFA" "reviewed" "60S ribosomal protein L24" "RPL24 QccE-19346" "Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)" 157 "" "ribosome [GO:0005840]" "ribosome [GO:0005840]" "" "GO:0005840"
"18088" "TRINITY_DN31185_c0_g1_i3" "Q9YIC0" 2260 2077.52 24 169.988 "EF1A_ORYLA" "reviewed" "Elongation factor 1-alpha (EF-1-alpha)" "eef1a ef1a" "Oryzias latipes (Japanese rice fish) (Japanese killifish)" 461 "translation [GO:0006412]; translational elongation [GO:0006414]" "cytoplasm [GO:0005737]" "cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation elongation factor activity [GO:0003746]; translation [GO:0006412]; translational elongation [GO:0006414]" "GTPase activity [GO:0003924]; GTP binding [GO:0005525]; translation elongation factor activity [GO:0003746]" "GO:0003746; GO:0003924; GO:0005525; GO:0005737; GO:0006412; GO:0006414"
"48234" "TRINITY_DN15980_c0_g1_i3" "Q3T0B7" 490 309.046 23.9981 1142.63 "RS27L_BOVIN" "reviewed" "40S ribosomal protein S27-like" "RPS27L" "Bos taurus (Bovine)" 84 "DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator [GO:0006978]; intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:0042771]; mitotic G1 DNA damage checkpoint signaling [GO:0031571]; ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]" "cytosolic small ribosomal subunit [GO:0022627]; nucleus [GO:0005634]" "cytosolic small ribosomal subunit [GO:0022627]; nucleus [GO:0005634]; cysteine-type endopeptidase activator activity involved in apoptotic process [GO:0008656]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; translation activator activity [GO:0008494]; DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator [GO:0006978]; intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:0042771]; mitotic G1 DNA damage checkpoint signaling [GO:0031571]; ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]" "cysteine-type endopeptidase activator activity involved in apoptotic process [GO:0008656]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; translation activator activity [GO:0008494]" "GO:0000028; GO:0003723; GO:0003735; GO:0005634; GO:0006412; GO:0006978; GO:0008494; GO:0008656; GO:0022627; GO:0031571; GO:0042771; GO:0046872"
"35124" "TRINITY_DN7032_c0_g1_i1" "P11833" 1833 1650.52 23.926 213.305 "TBB_PARLI" "reviewed" "Tubulin beta chain (Beta-tubulin)" "" "Paracentrotus lividus (Common sea urchin)" 447 "microtubule-based process [GO:0007017]" "cytoplasm [GO:0005737]; microtubule [GO:0005874]" "cytoplasm [GO:0005737]; microtubule [GO:0005874]; GTP binding [GO:0005525]; structural constituent of cytoskeleton [GO:0005200]; microtubule-based process [GO:0007017]" "GTP binding [GO:0005525]; structural constituent of cytoskeleton [GO:0005200]" "GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017"
"8976" "TRINITY_DN5446_c0_g1_i1" "P42577" 851 668.522 23.8583 525.143 "FRIS_LYMST" "reviewed" "Soma ferritin (EC 1.16.3.1)" "" "Lymnaea stagnalis (Great pond snail) (Helix stagnalis)" 174 "cellular iron ion homeostasis [GO:0006879]; iron ion transport [GO:0006826]" "cytoplasm [GO:0005737]" "cytoplasm [GO:0005737]; ferric iron binding [GO:0008199]; ferroxidase activity [GO:0004322]; cellular iron ion homeostasis [GO:0006879]; iron ion transport [GO:0006826]" "ferric iron binding [GO:0008199]; ferroxidase activity [GO:0004322]" "GO:0004322; GO:0005737; GO:0006826; GO:0006879; GO:0008199"
"700" "TRINITY_DN4753_c2_g1_i1" "P62277" 772 589.716 23.0175 574.339 "RS13_HUMAN" "reviewed" "40S ribosomal protein S13 (Small ribosomal subunit protein uS15)" "RPS13" "Homo sapiens (Human)" 151 "cytoplasmic translation [GO:0002181]; negative regulation of RNA splicing [GO:0033119]; translation [GO:0006412]" "cytosol [GO:0005829]; cytosolic ribosome [GO:0022626]; cytosolic small ribosomal subunit [GO:0022627]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; postsynaptic density [GO:0014069]; ribosome [GO:0005840]" "cytosol [GO:0005829]; cytosolic ribosome [GO:0022626]; cytosolic small ribosomal subunit [GO:0022627]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; postsynaptic density [GO:0014069]; ribosome [GO:0005840]; mRNA 5'-UTR binding [GO:0048027]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; small ribosomal subunit rRNA binding [GO:0070181]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]; negative regulation of RNA splicing [GO:0033119]; translation [GO:0006412]" "mRNA 5'-UTR binding [GO:0048027]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; small ribosomal subunit rRNA binding [GO:0070181]; structural constituent of ribosome [GO:0003735]" "GO:0002181; GO:0003723; GO:0003729; GO:0003735; GO:0005634; GO:0005654; GO:0005730; GO:0005829; GO:0005840; GO:0005925; GO:0006412; GO:0014069; GO:0016020; GO:0022626; GO:0022627; GO:0033119; GO:0048027; GO:0070062; GO:0070181"
"4662" "TRINITY_DN16282_c0_g1_i4" "P07602" 4921 4738.52 23 71.423 "SAP_HUMAN" "reviewed" "Prosaposin (Proactivator polypeptide) [Cleaved into: Saposin-A (Protein A); Saposin-B-Val; Saposin-B (Cerebroside sulfate activator) (CSAct) (Dispersin) (Sphingolipid activator protein 1) (SAP-1) (Sulfatide/GM1 activator); Saposin-C (A1 activator) (Co-beta-glucosidase) (Glucosylceramidase activator) (Sphingolipid activator protein 2) (SAP-2); Saposin-D (Component C) (Protein C)]" "PSAP GLBA SAP1" "Homo sapiens (Human)" 524 "adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway [GO:0007193]; epithelial cell differentiation involved in prostate gland development [GO:0060742]; ganglioside GM1 transport to membrane [GO:1905572]; lysosomal transport [GO:0007041]; positive regulation of beta-galactosidase activity [GO:1903771]; prostate gland growth [GO:0060736]; regulation of autophagy [GO:0010506]; regulation of lipid metabolic process [GO:0019216]; sphingolipid metabolic process [GO:0006665]" "azurophil granule membrane [GO:0035577]; collagen-containing extracellular matrix [GO:0062023]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; intracellular membrane-bounded organelle [GO:0043231]; late endosome [GO:0005770]; lysosomal lumen [GO:0043202]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; plasma membrane [GO:0005886]" "azurophil granule membrane [GO:0035577]; collagen-containing extracellular matrix [GO:0062023]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; intracellular membrane-bounded organelle [GO:0043231]; late endosome [GO:0005770]; lysosomal lumen [GO:0043202]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; plasma membrane [GO:0005886]; enzyme activator activity [GO:0008047]; ganglioside GM1 binding [GO:1905573]; ganglioside GM2 binding [GO:1905574]; ganglioside GM3 binding [GO:1905575]; ganglioside GP1c binding [GO:1905577]; ganglioside GT1b binding [GO:1905576]; identical protein binding [GO:0042802]; phospholipid binding [GO:0005543]; protease binding [GO:0002020]; protein homodimerization activity [GO:0042803]; scaffold protein binding [GO:0097110]; adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway [GO:0007193]; epithelial cell differentiation involved in prostate gland development [GO:0060742]; ganglioside GM1 transport to membrane [GO:1905572]; lysosomal transport [GO:0007041]; positive regulation of beta-galactosidase activity [GO:1903771]; prostate gland growth [GO:0060736]; regulation of autophagy [GO:0010506]; regulation of lipid metabolic process [GO:0019216]; sphingolipid metabolic process [GO:0006665]" "enzyme activator activity [GO:0008047]; ganglioside GM1 binding [GO:1905573]; ganglioside GM2 binding [GO:1905574]; ganglioside GM3 binding [GO:1905575]; ganglioside GP1c binding [GO:1905577]; ganglioside GT1b binding [GO:1905576]; identical protein binding [GO:0042802]; phospholipid binding [GO:0005543]; protease binding [GO:0002020]; protein homodimerization activity [GO:0042803]; scaffold protein binding [GO:0097110]" "GO:0002020; GO:0005543; GO:0005576; GO:0005615; GO:0005764; GO:0005765; GO:0005770; GO:0005886; GO:0006665; GO:0007041; GO:0007193; GO:0008047; GO:0010506; GO:0019216; GO:0035577; GO:0042802; GO:0042803; GO:0043202; GO:0043231; GO:0060736; GO:0060742; GO:0062023; GO:0070062; GO:0097110; GO:1903771; GO:1905572; GO:1905573; GO:1905574; GO:1905575; GO:1905576; GO:1905577"
