"","target_id","gene","ctenidia","gonad","heart","juvenile","larvae","accessions","gene_id","gene_name","gene_description","alt_gene_description","all_GO_ids","BP_GO_ids","CC_GO_ids","MF_GO_ids","GOslim","Term"
"525","PGEN_.00g224150","PGEN_.00g224150",0,0,0,0,0.442294,"P20594;B0ZBF2;B0ZBF3;D3DRP3;D3DRP4;O60871;Q4VAK7;Q5TCV2;Q8TA93Q9UQ50",4882,"NPR2","Atrial natriuretic peptide receptor 2","Guanylate cyclase B","GO:0005887;GO:0005886;GO:0005524;GO:0005525;GO:0004383;GO:0042562;GO:0042802;GO:0016941;GO:0017046;GO:0001653;GO:0004672;GO:0060348;GO:0097011;GO:0006182;GO:0019934;GO:0051447;GO:1900194;GO:0001503;GO:0010753;GO:0007168;GO:0008217;GO:0022414;GO:0007165","GO:0060348;GO:0097011;GO:0006182;GO:0019934;GO:0051447;GO:1900194;GO:0001503;GO:0010753;GO:0007168;GO:0008217;GO:0022414;GO:0007165","GO:0005887;GO:0005886","GO:0005524;GO:0005525;GO:0004383;GO:0042562;GO:0042802;GO:0016941;GO:0017046;GO:0001653;GO:0004672","GO:0048856;GO:0055086;GO:1901135;GO:0023052;GO:0022414;GO:0022414;GO:0030154;GO:0048856;GO:0023052;GO:0023052;GO:0003013;GO:0023052","anatomical structure development;nucleobase-containing small molecule metabolic process;carbohydrate derivative metabolic process;signaling;reproductive process;reproductive process;cell differentiation;anatomical structure development;signaling;signaling;circulatory system process;signaling"
"526","PGEN_.00g224530","PGEN_.00g224530",0,0,0,0,0.061854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","PGEN_.00g225150","PGEN_.00g225150",0,0,0,0,0.761524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","PGEN_.00g225320","PGEN_.00g225320",0,0,0,0,0.270353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","PGEN_.00g226070","PGEN_.00g226070",0,0,0,0,7.663273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","PGEN_.00g229000","PGEN_.00g229000",0,0,0,0,0.193535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","PGEN_.00g229240","PGEN_.00g229240",0,0,0,0,0.31128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","PGEN_.00g229640","PGEN_.00g229640",0,0,0,0,0.494111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","PGEN_.00g229950","PGEN_.00g229950",0,0,0,0,0.695301,"Q9FT51;F4J6W2",NA,"ABCG27","ABC transporter G family member 27","Probable white-brown complex homolog protein 28","GO:0016021;GO:0140359;GO:0005524","","GO:0016021","GO:0140359;GO:0005524",NA,NA
"534","PGEN_.00g231000","PGEN_.00g231000",0,0,0,0,0.071133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","PGEN_.00g231270","PGEN_.00g231270",0,0,0,0,0.068971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","PGEN_.00g231430","PGEN_.00g231430",0,0,0,0,164.732104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","PGEN_.00g231600","PGEN_.00g231600",0,0,0,0,0.184798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","PGEN_.00g232250","PGEN_.00g232250",0,0,0,0,0.19837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","PGEN_.00g232310","PGEN_.00g232310",0,0,0,0,0.738384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","PGEN_.00g232770","PGEN_.00g232770",0,0,0,0,2.258598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","PGEN_.00g233000","PGEN_.00g233000",0,0,0,0,0.151858,"Q66H30",316687,"GIN1","Gypsy retrotransposon integrase-like protein 1","Protein LIKE AMP1","GO:0003676;GO:0015074","GO:0015074","","GO:0003676",NA,NA
"542","PGEN_.00g233370","PGEN_.00g233370",0,0,0,0,3.427488,"P57756",114091,"Fcn2","Ficolin-2","L-ficolin","GO:0005581;GO:0062023;GO:0005615;GO:0031232;GO:1905370;GO:0003823;GO:0030246;GO:0097367;GO:0001664;GO:0046872;GO:0038187;GO:0033691;GO:0005102;GO:0002752;GO:0001867;GO:0007186;GO:0046597;GO:0032757;GO:1903028;GO:0034394;GO:0006508;GO:0043654","GO:0002752;GO:0001867;GO:0007186;GO:0046597;GO:0032757;GO:1903028;GO:0034394;GO:0006508;GO:0043654","GO:0005581;GO:0062023;GO:0005615;GO:0031232;GO:1905370","GO:0003823;GO:0030246;GO:0097367;GO:0001664;GO:0046872;GO:0038187;GO:0033691;GO:0005102","GO:0002376;GO:0023052;GO:0098542;GO:0002376;GO:0098542;GO:0023052;GO:0002376;GO:0016192;GO:0016192","immune system process;signaling;defense response to other organism;immune system process;defense response to other organism;signaling;immune system process;vesicle-mediated transport;vesicle-mediated transport"
"543","PGEN_.00g233390","PGEN_.00g233390",0,0,0,0,3.237744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","PGEN_.00g233640","PGEN_.00g233640",0,0,0,0,6.517636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","PGEN_.00g233650","PGEN_.00g233650",0,0,0,0,239.180815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","PGEN_.00g233720","PGEN_.00g233720",0,0,0,0,1.520329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","PGEN_.00g233940","PGEN_.00g233940",0,0,0,0,2.410067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","PGEN_.00g233950","PGEN_.00g233950",0,0,0,0,78.568193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","PGEN_.00g233960","PGEN_.00g233960",0,0,0,0,46.017994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","PGEN_.00g233990","PGEN_.00g233990",0,0,0,0,7.230202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","PGEN_.00g234000","PGEN_.00g234000",0,0,0,0,6.266175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","PGEN_.00g234270","PGEN_.00g234270",0,0,0,0,0.195986,"Q8IN35;Q7YU49",42530,"SIFaR","Neuropeptide SIFamide receptor","CD23","GO:0016021;GO:0005887;GO:0008528;GO:0004930;GO:0008188;GO:0004983;GO:0042277;GO:0008340;GO:0007186;GO:0048047;GO:0007218","GO:0008340;GO:0007186;GO:0048047;GO:0007218","GO:0016021;GO:0005887","GO:0008528;GO:0004930;GO:0008188;GO:0004983;GO:0042277","GO:0023052;GO:0022414;GO:0023052","signaling;reproductive process;signaling"
"553","PGEN_.00g234470","PGEN_.00g234470",0,0,0,0,0.675806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","PGEN_.00g235200","PGEN_.00g235200",0,0,0,0,0.886545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","PGEN_.00g235250","PGEN_.00g235250",0,0,0,0,1.149679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","PGEN_.00g236350","PGEN_.00g236350",0,0,0,0,0.874358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","PGEN_.00g236470","PGEN_.00g236470",0,0,0,0,0.219242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","PGEN_.00g236640","PGEN_.00g236640",0,0,0,0,3.363397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","PGEN_.00g236890","PGEN_.00g236890",0,0,0,0,0.229958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","PGEN_.00g237600","PGEN_.00g237600",0,0,0,0,0.077031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","PGEN_.00g238200","PGEN_.00g238200",0,0,0,0,86.668149,"Q32PH8",515233,"EEF1A2","Elongation factor 1-alpha 2","Eukaryotic elongation factor 1 A-2","GO:0005853;GO:0005634;GO:0045202;GO:0005525;GO:0003924;GO:0019901;GO:0003746;GO:0043065;GO:0090218;GO:0006412;GO:0006414","GO:0043065;GO:0090218;GO:0006412;GO:0006414","GO:0005853;GO:0005634;GO:0045202","GO:0005525;GO:0003924;GO:0019901;GO:0003746","GO:0012501;GO:0006629","programmed cell death;lipid metabolic process"
"562","PGEN_.00g239390","PGEN_.00g239390",0,0,0,0,15.473459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","PGEN_.00g239650","PGEN_.00g239650",0,0,0,0,0.589126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","PGEN_.00g240380","PGEN_.00g240380",0,0,0,0,0.110265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","PGEN_.00g241600","PGEN_.00g241600",0,0,0,0,0.892746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","PGEN_.00g241760","PGEN_.00g241760",0,0,0,0,0.29908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","PGEN_.00g242000","PGEN_.00g242000",0,0,0,0,0.16764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","PGEN_.00g242240","PGEN_.00g242240",0,0,0,0,0.428436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","PGEN_.00g243040","PGEN_.00g243040",0,0,0,0,1.265327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","PGEN_.00g243140","PGEN_.00g243140",0,0,0,0,0.170616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","PGEN_.00g243200","PGEN_.00g243200",0,0,0,0,0.54053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","PGEN_.00g244490","PGEN_.00g244490",0,0,0,0,0.967149,"Q8K4Q8;Q3TYT8;Q8C979;Q8VIF6",140792,"Colec12","Collectin-12","Scavenger receptor with C-type lectin","GO:0005581;GO:0062023;GO:0016021;GO:0030246;GO:0030169;GO:0046872;GO:0038187;GO:0005044;GO:0038023;GO:0071360;GO:0042742;GO:0006955;GO:0006910;GO:0060355;GO:0034138","GO:0071360;GO:0042742;GO:0006955;GO:0006910;GO:0060355;GO:0034138","GO:0005581;GO:0062023;GO:0016021","GO:0030246;GO:0030169;GO:0046872;GO:0038187;GO:0005044;GO:0038023","GO:0098542;GO:0002376;GO:0016192;GO:0002376;GO:0023052","defense response to other organism;immune system process;vesicle-mediated transport;immune system process;signaling"
"573","PGEN_.00g244590","PGEN_.00g244590",0,0,0,0,125.643456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","PGEN_.00g245910","PGEN_.00g245910",0,0,0,0,10.775515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","PGEN_.00g246230","PGEN_.00g246230",0,0,0,0,4.212672,"Q9R1R2;Q3UMU5",55992,"Trim3","Tripartite motif-containing protein 3","RING finger protein HAC1","GO:0005737;GO:0030425;GO:0005769;GO:0098978;GO:0005794;GO:0098794;GO:0042802;GO:0061630;GO:0004842;GO:0008270;GO:0043161;GO:0000209;GO:0015031;GO:0016567","GO:0043161;GO:0000209;GO:0015031;GO:0016567","GO:0005737;GO:0030425;GO:0005769;GO:0098978;GO:0005794;GO:0098794","GO:0042802;GO:0061630;GO:0004842;GO:0008270","GO:0030163","protein catabolic process"
"576","PGEN_.00g246260","PGEN_.00g246260",0,0,0,0,0.169599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577","PGEN_.00g247510","PGEN_.00g247510",0,0,0,0,0.280893,"Q9PTK2",373809,"foxe4","Forkhead box protein E4","Xlens1","GO:0005634;GO:0003677;GO:0003700;GO:0043565;GO:0002088;GO:0006355","GO:0002088;GO:0006355","GO:0005634","GO:0003677;GO:0003700;GO:0043565","GO:0048856;GO:0006351","anatomical structure development;DNA-templated transcription"
"578","PGEN_.00g247670","PGEN_.00g247670",0,0,0,0,2.873091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579","PGEN_.00g248110","PGEN_.00g248110",0,0,0,0,6.573122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580","PGEN_.00g248310","PGEN_.00g248310",0,0,0,0,3.484428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581","PGEN_.00g248690","PGEN_.00g248690",0,0,0,0,1.874036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","PGEN_.00g249110","PGEN_.00g249110",0,0,0,0,0.038924,"O94993;O94995;Q8IYX6",11063,"SOX30","Transcription factor SOX-30","Zinc finger protein pilot","GO:0000785;GO:0010369;GO:0005737;GO:0005634;GO:0008013;GO:0001228;GO:0000981;GO:0001227;GO:0000978;GO:1990837;GO:0000122;GO:0030178;GO:0045944;GO:0120211;GO:0006357;GO:0031960;GO:0007286","GO:0000122;GO:0030178;GO:0045944;GO:0120211;GO:0006357;GO:0031960;GO:0007286","GO:0000785;GO:0010369;GO:0005737;GO:0005634","GO:0008013;GO:0001228;GO:0000981;GO:0001227;GO:0000978;GO:1990837","GO:0006351;GO:0006355;GO:0023052;GO:0006351;GO:0006355;GO:0016192;GO:0022414;GO:0030154;GO:0048856;GO:0061024;GO:0006351;GO:0006355;GO:0022414;GO:0030154;GO:0048856","DNA-templated transcription;regulation of DNA-templated transcription;signaling;DNA-templated transcription;regulation of DNA-templated transcription;vesicle-mediated transport;reproductive process;cell differentiation;anatomical structure development;membrane organization;DNA-templated transcription;regulation of DNA-templated transcription;reproductive process;cell differentiation;anatomical structure development"
"583","PGEN_.00g249180","PGEN_.00g249180",0,0,0,0,1.257323,"Q5HZI2;Q8CDK0",237397,"C2cd4c","C2 calcium-dependent domain-containing protein 4C","Protein FAM148C","GO:0005829","","GO:0005829","",NA,NA
"584","PGEN_.00g249420","PGEN_.00g249420",0,0,0,0,0.669166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585","PGEN_.00g249960","PGEN_.00g249960",0,0,0,0,21.149896,"Q8JJ64;A9JS82",373845,"hmx3","Homeobox protein HMX3","Homeobox protein Nkx-5.1","GO:0005634;GO:0003677;GO:0000981;GO:0030154;GO:0007399","GO:0030154;GO:0007399","GO:0005634","GO:0003677;GO:0000981","GO:0048856","anatomical structure development"
"586","PGEN_.00g250550","PGEN_.00g250550",0,0,0,0,0.1693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","PGEN_.00g251020","PGEN_.00g251020",0,0,0,0,0.663709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588","PGEN_.00g254210","PGEN_.00g254210",0,0,0,0,1.781884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","PGEN_.00g254280","PGEN_.00g254280",0,0,0,0,1.156152,"G5EFI8;G5ED55;G5EEI0;G5EEJ6;G5EFI5",181274,"plc-1","1-phosphatidylinositol 45-bisphosphate phosphodiesterase epsilon-1","Phospholipase C-epsilon plc-1","GO:0005095;GO:0005085;GO:0046872;GO:0004435;GO:0031267;GO:1902634;GO:0002253;GO:0050830;GO:0048015;GO:0042307;GO:0007264","GO:1902634;GO:0002253;GO:0050830;GO:0048015;GO:0042307;GO:0007264","","GO:0005095;GO:0005085;GO:0046872;GO:0004435;GO:0031267","GO:0006629;GO:0002376;GO:0098542;GO:0023052;GO:0006886;GO:0006913;GO:0023052","lipid metabolic process;immune system process;defense response to other organism;signaling;intracellular protein transport;nucleocytoplasmic transport;signaling"
"590","PGEN_.00g254930","PGEN_.00g254930",0,0,0,0,47.361653,"Q868Z9;E1JJ05;E1JJ06;Q6NP04;Q7KRX2;Q869A0;Q9GQR0;Q9VAV3;Q9VAV4",43872,"Ppn","Papilin","Skeletal organic matrix MAM and LDL-receptor 2","GO:0005604;GO:0031012;GO:0005576;GO:0005201;GO:0004222;GO:0004867;GO:0030198","GO:0030198","GO:0005604;GO:0031012;GO:0005576","GO:0005201;GO:0004222;GO:0004867",NA,NA
"591","PGEN_.00g255200","PGEN_.00g255200",0,0,0,0,0.596187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592","PGEN_.00g255480","PGEN_.00g255480",0,0,0,0,1.783822,"P22328",751791,"RHO","Rhodopsin","Vacuolar protein-sorting-associated protein 24","GO:0016021;GO:0005887;GO:0097381;GO:0001750;GO:0005886;GO:0005502;GO:0008020;GO:0001965;GO:0042803;GO:0016038;GO:0071482;GO:0007186;GO:0016037;GO:0007602;GO:0070207;GO:0018298;GO:0016056;GO:0007601","GO:0016038;GO:0071482;GO:0007186;GO:0016037;GO:0007602;GO:0070207;GO:0018298;GO:0016056;GO:0007601","GO:0016021;GO:0005887;GO:0097381;GO:0001750;GO:0005886","GO:0005502;GO:0008020;GO:0001965;GO:0042803","GO:0023052;GO:0023052;GO:0065003;GO:0023052;GO:0050877","signaling;signaling;protein-containing complex assembly;signaling;nervous system process"
"593","PGEN_.00g256550","PGEN_.00g256550",0,0,0,0,19.762552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594","PGEN_.00g256710","PGEN_.00g256710",0,0,0,0,5.907062,"Q9IAK8;B8JKS5;Q9PTK3;Q9PUS7",30071,"tbx5a","T-box transcription factor TBX5-A","T-box protein 5","GO:0015629;GO:0005737;GO:0005634;GO:0032991;GO:0032993;GO:0003700;GO:0000981;GO:0000978;GO:0043565;GO:0009887;GO:0003294;GO:0036302;GO:0003190;GO:0003218;GO:0055007;GO:0061026;GO:0001708;GO:0035050;GO:0003143;GO:0035118;GO:0007507;GO:0003146;GO:0001947;GO:0003007;GO:0060174;GO:0021554;GO:0007389;GO:0033339;GO:0035138;GO:0003344;GO:0045944;GO:0045893;GO:0003342;GO:0006357;GO:0006355;GO:0060042;GO:0006351","GO:0009887;GO:0003294;GO:0036302;GO:0003190;GO:0003218;GO:0055007;GO:0061026;GO:0001708;GO:0035050;GO:0003143;GO:0035118;GO:0007507;GO:0003146;GO:0001947;GO:0003007;GO:0060174;GO:0021554;GO:0007389;GO:0033339;GO:0035138;GO:0003344;GO:0045944;GO:0045893;GO:0003342;GO:0006357;GO:0006355;GO:0060042;GO:0006351","GO:0015629;GO:0005737;GO:0005634;GO:0032991;GO:0032993","GO:0003700;GO:0000981;GO:0000978;GO:0043565","GO:0048856;GO:0048856;GO:0048856;GO:0048856;GO:0048856;GO:0030154;GO:0048856;GO:0048856;GO:0030154;GO:0048856;GO:0048856;GO:0048856;GO:0048856;GO:0048856;GO:0048856;GO:0048856;GO:0048856;GO:0048856;GO:0048856;GO:0048856;GO:0048856;GO:0048856;GO:0006351;GO:0006355;GO:0006351;GO:0006355;GO:0048856;GO:0006351;GO:0006355;GO:0006351;GO:0048856","anatomical structure development;anatomical structure development;anatomical structure development;anatomical structure development;anatomical structure development;cell differentiation;anatomical structure development;anatomical structure development;cell differentiation;anatomical structure development;anatomical structure development;anatomical structure development;anatomical structure development;anatomical structure development;anatomical structure development;anatomical structure development;anatomical structure development;anatomical structure development;anatomical structure development;anatomical structure development;anatomical structure development;anatomical structure development;DNA-templated transcription;regulation of DNA-templated transcription;DNA-templated transcription;regulation of DNA-templated transcription;anatomical structure development;DNA-templated transcription;regulation of DNA-templated transcription;DNA-templated transcription;anatomical structure development"
"595","PGEN_.00g257520","PGEN_.00g257520",0,0,0,0,2.413939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","PGEN_.00g258650","PGEN_.00g258650",0,0,0,0,0.713941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","PGEN_.00g258860","PGEN_.00g258860",0,0,0,0,20.063653,"O43174;B3KNI4;Q5VXH9;Q5VXI0",1592,"CYP26A1","Cytochrome P450 26A1","Retinoic acid-metabolizing cytochrome","GO:0005789;GO:0062183;GO:0062182;GO:0020037;GO:0005506;GO:0004497;GO:0016491;GO:0016709;GO:0019825;GO:0008401;GO:0001972;GO:0001822;GO:0048387;GO:0032526;GO:0033189;GO:0034653;GO:0042573;GO:0016125;GO:0006766;GO:0006805","GO:0001822;GO:0048387;GO:0032526;GO:0033189;GO:0034653;GO:0042573;GO:0016125;GO:0006766;GO:0006805","GO:0005789","GO:0062183;GO:0062182;GO:0020037;GO:0005506;GO:0004497;GO:0016491;GO:0016709;GO:0019825;GO:0008401;GO:0001972","GO:0048856;GO:0023052;GO:0006629;GO:0006766;GO:0006629;GO:0006629","anatomical structure development;signaling;lipid metabolic process;vitamin metabolic process;lipid metabolic process;lipid metabolic process"
"598","PGEN_.00g259410","PGEN_.00g259410",0,0,0,0,1.437499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","PGEN_.00g259980","PGEN_.00g259980",0,0,0,0,0.0092,"Q25390",106468298,"","Alpha-scruin","Actin-binding protein Mayven","","","","",NA,NA
"600","PGEN_.00g260020","PGEN_.00g260020",0,0,0,0,3.278643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","PGEN_.00g260200","PGEN_.00g260200",0,0,0,0,519.608045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","PGEN_.00g260210","PGEN_.00g260210",0,0,0,0,1030.003683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","PGEN_.00g260430","PGEN_.00g260430",0,0,0,0,0.0092,"Q25390",106468298,"","Alpha-scruin","Actin-binding protein Mayven","","","","",NA,NA
"604","PGEN_.00g260900","PGEN_.00g260900",0,0,0,0,4.544465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","PGEN_.00g262930","PGEN_.00g262930",0,0,0,0,0.102636,"Q6JEL3",303533,"Klhl10","Kelch-like protein 10","SuccinylCoA:glutarate-CoA transferase","GO:0005737;GO:0000902;GO:0009566;GO:0048873;GO:0048808;GO:0008584;GO:0016567;GO:0007286","GO:0000902;GO:0009566;GO:0048873;GO:0048808;GO:0008584;GO:0016567;GO:0007286","GO:0005737","","GO:0048856;GO:0022414;GO:0022414;GO:0048856;GO:0022414;GO:0048856;GO:0022414;GO:0030154;GO:0048856","anatomical structure development;reproductive process;reproductive process;anatomical structure development;reproductive process;anatomical structure development;reproductive process;cell differentiation;anatomical structure development"
"606","PGEN_.00g262990","PGEN_.00g262990",0,0,0,0,0.064491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607","PGEN_.00g263060","PGEN_.00g263060",0,0,0,0,1.851404,"Q9WVL2;Q64188;Q64189;Q64250",NA,"Stat2","Signal transducer and activator of transcription 2","M phase phosphoprotein 10","GO:0005737;GO:0005829;GO:0005634;GO:0005886;GO:0000981;GO:0042802;GO:0000978;GO:0044389;GO:0019221;GO:0006952;GO:0051607;GO:0060339;GO:0007259;GO:0042127;GO:0090140;GO:0001932;GO:0006357;GO:0043434;GO:0060337","GO:0019221;GO:0006952;GO:0051607;GO:0060339;GO:0007259;GO:0042127;GO:0090140;GO:0001932;GO:0006357;GO:0043434;GO:0060337","GO:0005737;GO:0005829;GO:0005634;GO:0005886","GO:0000981;GO:0042802;GO:0000978;GO:0044389","GO:0023052;GO:0098542;GO:0002376;GO:0023052;GO:0098542;GO:0023052;GO:0007005;GO:0048856;GO:0006351;GO:0006355;GO:0002376;GO:0023052;GO:0098542","signaling;defense response to other organism;immune system process;signaling;defense response to other organism;signaling;mitochondrion organization;anatomical structure development;DNA-templated transcription;regulation of DNA-templated transcription;immune system process;signaling;defense response to other organism"
"608","PGEN_.00g263180","PGEN_.00g263180",0,0,0,0,8789.40184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609","PGEN_.00g263410","PGEN_.00g263410",0,0,0,0,2.651512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","PGEN_.00g263970","PGEN_.00g263970",0,0,0,0,0.285788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","PGEN_.00g264790","PGEN_.00g264790",0,0,0,0,0.23798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","PGEN_.00g265920","PGEN_.00g265920",0,0,0,0,0.829964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","PGEN_.00g266060","PGEN_.00g266060",0,0,0,0,3.847176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","PGEN_.00g266280","PGEN_.00g266280",0,0,0,0,0.097361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615","PGEN_.00g266780","PGEN_.00g266780",0,0,0,0,2.249259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","PGEN_.00g267070","PGEN_.00g267070",0,0,0,0,0.147677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617","PGEN_.00g267420","PGEN_.00g267420",0,0,0,0,0.506776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","PGEN_.00g268290","PGEN_.00g268290",0,0,0,0,5.858747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","PGEN_.00g268460","PGEN_.00g268460",0,0,0,0,3.248267,"P35447",NA,"spon1","Spondin-1","F-spondin","GO:0005576;GO:0046872;GO:0007155","GO:0007155","GO:0005576","GO:0046872",NA,NA
"620","PGEN_.00g268690","PGEN_.00g268690",0,0,0,0,7.674227,"Q9W770",395657,"SPON1","Spondin-1","F-spondin","GO:0031012;GO:0005576;GO:0046872;GO:0007155","GO:0007155","GO:0031012;GO:0005576","GO:0046872",NA,NA
